Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"Salmonella enterica","Bacteria;Proteobacteria;Gammaproteobacteria","BCW_3975","SAMN03357939","PRJNA203445","GCA_002059765.1","Contig",4.65419,52.3,,"MXRN01",151,4482,"2017-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/059/765/GCA_002059765.1_ASM205976v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/059/765/GCF_002059765.1_ASM205976v1"
"Salmonella enterica subsp. enterica serovar Infantis","Bacteria;Proteobacteria;Gammaproteobacteria","BCW_3974","SAMN02368792","PRJNA203445","GCA_002059795.1","Contig",4.60306,52.3,,"MXRO01",96,4403,"2017-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/059/795/GCA_002059795.1_ASM205979v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/059/795/GCF_002059795.1_ASM205979v1"
"Salmonella enterica subsp. enterica serovar Braenderup","Bacteria;Proteobacteria;Gammaproteobacteria","BCW_3972","SAMN02368790","PRJNA203445","GCA_002059815.1","Contig",4.66163,52.3,,"MXRQ01",67,4500,"2017-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/059/815/GCA_002059815.1_ASM205981v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/059/815/GCF_002059815.1_ASM205981v1"
"Salmonella enterica subsp. enterica serovar Javiana","Bacteria;Proteobacteria;Gammaproteobacteria","BCW_3973","SAMN02368791","PRJNA203445","GCA_002059825.1","Contig",4.54531,52.2,,"MXRP01",41,4372,"2017-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/059/825/GCA_002059825.1_ASM205982v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/059/825/GCF_002059825.1_ASM205982v1"
"Salmonella enterica subsp. enterica serovar Newport","Bacteria;Proteobacteria;Gammaproteobacteria","BCW_3969","SAMN02368787","PRJNA203445","GCA_002059855.1","Contig",4.97039,52.1,,"MXRT01",96,4869,"2017-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/059/855/GCA_002059855.1_ASM205985v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/059/855/GCF_002059855.1_ASM205985v1"
"Salmonella enterica subsp. enterica serovar Thompson","Bacteria;Proteobacteria;Gammaproteobacteria","BCW_3967","SAMN02368786","PRJNA203445","GCA_002059875.1","Contig",5.09534,51.9,,"MXRU01",242,4904,"2017-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/059/875/GCA_002059875.1_ASM205987v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/059/875/GCF_002059875.1_ASM205987v1"
"Salmonella enterica subsp. enterica serovar Thompson","Bacteria;Proteobacteria;Gammaproteobacteria","BCW_3966","SAMN02368785","PRJNA203445","GCA_002059885.1","Contig",5.08036,51.9,,"MXRV01",131,4902,"2017-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/059/885/GCA_002059885.1_ASM205988v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/059/885/GCF_002059885.1_ASM205988v1"
"Salmonella enterica subsp. enterica serovar Thompson","Bacteria;Proteobacteria;Gammaproteobacteria","BCW_3964","SAMN02368783","PRJNA203445","GCA_002059915.1","Contig",4.63793,52.3,,"MXRX01",70,4479,"2017-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/059/915/GCA_002059915.1_ASM205991v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/059/915/GCF_002059915.1_ASM205991v1"
"Salmonella enterica subsp. enterica serovar Muenchen","Bacteria;Proteobacteria;Gammaproteobacteria","BCW_3963","SAMN02368782","PRJNA203445","GCA_002059935.1","Contig",5.04527,52.1,,"MXRY01",131,4883,"2017-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/059/935/GCA_002059935.1_ASM205993v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/059/935/GCF_002059935.1_ASM205993v1"
"Salmonella enterica subsp. enterica serovar Muenchen","Bacteria;Proteobacteria;Gammaproteobacteria","BCW_3962","SAMN02368781","PRJNA203445","GCA_002059945.1","Contig",5.32528,52.1,,"MXRZ01",185,5214,"2017-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/059/945/GCA_002059945.1_ASM205994v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/059/945/GCF_002059945.1_ASM205994v1"
"Salmonella enterica subsp. enterica serovar Infantis","Bacteria;Proteobacteria;Gammaproteobacteria","BCW_3983","SAMN02368800","PRJNA203445","GCA_002059955.1","Contig",4.67419,52.3,,"MXRF01",150,4492,"2017-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/059/955/GCA_002059955.1_ASM205995v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/059/955/GCF_002059955.1_ASM205995v1"
"Salmonella enterica subsp. enterica serovar Muenchen","Bacteria;Proteobacteria;Gammaproteobacteria","BCW_3960","SAMN02368779","PRJNA203445","GCA_002060015.1","Contig",4.59906,52.2,,"MXSB01",50,4407,"2017-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/060/015/GCA_002060015.1_ASM206001v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/060/015/GCF_002060015.1_ASM206001v1"
"Salmonella enterica","Bacteria;Proteobacteria;Gammaproteobacteria","BCW_3958","SAMN03357938","PRJNA203445","GCA_002060025.1","Contig",4.54378,52.2,,"MXSD01",63,4377,"2017-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/060/025/GCA_002060025.1_ASM206002v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/060/025/GCF_002060025.1_ASM206002v1"
"Salmonella enterica subsp. enterica serovar Anatum","Bacteria;Proteobacteria;Gammaproteobacteria","BCW_3955","SAMN02368776","PRJNA203445","GCA_002060035.1","Contig",4.66601,52.2,,"MXSG01",49,4504,"2017-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/060/035/GCA_002060035.1_ASM206003v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/060/035/GCF_002060035.1_ASM206003v1"
"Salmonella enterica subsp. enterica serovar Oranienburg","Bacteria;Proteobacteria;Gammaproteobacteria","BCW_3947","SAMN02368771","PRJNA203445","GCA_002060075.1","Contig",4.70985,52,,"MXSI01",479,4503,"2017-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/060/075/GCA_002060075.1_ASM206007v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/060/075/GCF_002060075.1_ASM206007v1"
"Salmonella enterica subsp. enterica","Bacteria;Proteobacteria;Gammaproteobacteria","DUP-103","SAMN02368770","PRJNA203445","GCA_002060085.1","Contig",4.63921,52.2,,"MXSK01",73,4474,"2017-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/060/085/GCA_002060085.1_ASM206008v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/060/085/GCF_002060085.1_ASM206008v1"
"Salmonella enterica subsp. enterica serovar Anatum","Bacteria;Proteobacteria;Gammaproteobacteria","BCW_3954","SAMN02368775","PRJNA203445","GCA_002060115.1","Contig",4.98051,52.1,,"MXSH01",177,4873,"2017-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/060/115/GCA_002060115.1_ASM206011v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/060/115/GCF_002060115.1_ASM206011v1"
"Salmonella enterica","Bacteria;Proteobacteria;Gammaproteobacteria","BCW_3946","SAMN03357936","PRJNA203445","GCA_002060125.1","Contig",4.89499,52.2,,"MXSJ01",89,4790,"2017-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/060/125/GCA_002060125.1_ASM206012v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/060/125/GCF_002060125.1_ASM206012v1"
"Salmonella enterica subsp. enterica serovar Enteritidis","Bacteria;Proteobacteria;Gammaproteobacteria","BCW_3418","SAMN02368393","PRJNA203445","GCA_002060155.1","Contig",4.70179,52.1,,"MXSP01",38,4558,"2017-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/060/155/GCA_002060155.1_ASM206015v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/060/155/GCF_002060155.1_ASM206015v1"
"Salmonella enterica subsp. enterica serovar Javiana","Bacteria;Proteobacteria;Gammaproteobacteria","BCW_3424","SAMN02368399","PRJNA203445","GCA_002060175.1","Contig",4.75331,52,,"MXSM01",60,4612,"2017-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/060/175/GCA_002060175.1_ASM206017v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/060/175/GCF_002060175.1_ASM206017v1"
"Salmonella enterica subsp. enterica serovar Newport","Bacteria;Proteobacteria;Gammaproteobacteria","BCW_3419","SAMN02368394","PRJNA203445","GCA_002060195.1","Contig",5.23719,52,,"MXSO01",117,5160,"2017-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/060/195/GCA_002060195.1_ASM206019v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/060/195/GCF_002060195.1_ASM206019v1"
"Salmonella enterica subsp. enterica serovar Heidelberg","Bacteria;Proteobacteria;Gammaproteobacteria","BCW_3410","SAMN02368385","PRJNA203445","GCA_002060215.1","Contig",4.91868,52,,"MXSU01",101,4794,"2017-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/060/215/GCA_002060215.1_ASM206021v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/060/215/GCF_002060215.1_ASM206021v1"
"Salmonella enterica subsp. enterica serovar Heidelberg","Bacteria;Proteobacteria;Gammaproteobacteria","NCTR-SF696","SAMN02368380","PRJNA203445","GCA_002060235.1","Contig",5.05259,52,,"MXSX01",1477,4823,"2017-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/060/235/GCA_002060235.1_ASM206023v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/060/235/GCF_002060235.1_ASM206023v1"
"Salmonella enterica subsp. enterica serovar Heidelberg","Bacteria;Proteobacteria;Gammaproteobacteria","NCTR-SF606","SAMN02368378","PRJNA203445","GCA_002060275.1","Contig",5.11623,52,,"MXSZ01",804,4895,"2017-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/060/275/GCA_002060275.1_ASM206027v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/060/275/GCF_002060275.1_ASM206027v1"
"Salmonella enterica","Bacteria;Proteobacteria;Gammaproteobacteria","BCW_3400","SAMN03358937","PRJNA203445","GCA_002060285.1","Contig",4.97661,52.1,,"MXTB01",115,4884,"2017-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/060/285/GCA_002060285.1_ASM206028v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/060/285/GCF_002060285.1_ASM206028v1"
"Salmonella enterica subsp. enterica serovar Copenhagen","Bacteria;Proteobacteria;Gammaproteobacteria","BCW_3401","SAMN02368377","PRJNA203445","GCA_002060305.1","Contig",5.00602,52.2,,"MXTA01",100,4917,"2017-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/060/305/GCA_002060305.1_ASM206030v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/060/305/GCF_002060305.1_ASM206030v1"
"Salmonella enterica","Bacteria;Proteobacteria;Gammaproteobacteria","BCW_3391","SAMN03358935","PRJNA203445","GCA_002060335.1","Contig",5.12917,52,,"MXTF01",156,5008,"2017-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/060/335/GCA_002060335.1_ASM206033v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/060/335/GCF_002060335.1_ASM206033v1"
"Salmonella enterica subsp. enterica serovar Heidelberg","Bacteria;Proteobacteria;Gammaproteobacteria","NCTR-SF152","SAMN02368366","PRJNA203445","GCA_002060365.1","Contig",4.88619,52,,"MXTH01",622,4589,"2017-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/060/365/GCA_002060365.1_ASM206036v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/060/365/GCF_002060365.1_ASM206036v1"
"Salmonella enterica","Bacteria;Proteobacteria;Gammaproteobacteria","BCW_3381","SAMN03358933","PRJNA203445","GCA_002060385.1","Contig",4.69273,52.2,,"MXTI01",50,4552,"2017-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/060/385/GCA_002060385.1_ASM206038v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/060/385/GCF_002060385.1_ASM206038v1"
"Salmonella enterica","Bacteria;Proteobacteria;Gammaproteobacteria","BCW_3373","SAMN03358931","PRJNA203445","GCA_002060415.1","Contig",4.73263,52.2,,"MXTL01",173,4530,"2017-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/060/415/GCA_002060415.1_ASM206041v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/060/415/GCF_002060415.1_ASM206041v1"
"Salmonella enterica","Bacteria;Proteobacteria;Gammaproteobacteria","BCW_3376","SAMN03358932","PRJNA203445","GCA_002060435.1","Contig",4.89639,52.2,,"MXTK01",96,4807,"2017-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/060/435/GCA_002060435.1_ASM206043v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/060/435/GCF_002060435.1_ASM206043v1"
"Salmonella enterica","Bacteria;Proteobacteria;Gammaproteobacteria","BCW_3312","SAMN03358874","PRJNA203445","GCA_002060455.1","Contig",4.78363,52.2,,"MXTO01",69,4646,"2017-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/060/455/GCA_002060455.1_ASM206045v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/060/455/GCF_002060455.1_ASM206045v1"
"Salmonella enterica","Bacteria;Proteobacteria;Gammaproteobacteria","BCW_3370","SAMN03358930","PRJNA203445","GCA_002060465.1","Contig",4.96834,52.1,,"MXTN01",57,4821,"2017-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/060/465/GCA_002060465.1_ASM206046v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/060/465/GCF_002060465.1_ASM206046v1"
"Salmonella enterica subsp. enterica serovar Bovismorbificans","Bacteria;Proteobacteria;Gammaproteobacteria","BCW_3309","SAMN02368352","PRJNA203445","GCA_002060495.1","Contig",4.84625,52.2,,"MXTR01",29,4712,"2017-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/060/495/GCA_002060495.1_ASM206049v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/060/495/GCF_002060495.1_ASM206049v1"
"Salmonella enterica subsp. enterica serovar Bovismorbificans","Bacteria;Proteobacteria;Gammaproteobacteria","BCW_3305","SAMN02368348","PRJNA203445","GCA_002060515.1","Contig",4.56618,52.2,,"MXTU01",47,4331,"2017-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/060/515/GCA_002060515.1_ASM206051v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/060/515/GCF_002060515.1_ASM206051v1"
"Salmonella enterica","Bacteria;Proteobacteria;Gammaproteobacteria","BCW_3311","SAMN03358873","PRJNA203445","GCA_002060525.1","Contig",4.7462,52.2,,"MXTP01",73,4607,"2017-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/060/525/GCA_002060525.1_ASM206052v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/060/525/GCF_002060525.1_ASM206052v1"
"Salmonella enterica","Bacteria;Proteobacteria;Gammaproteobacteria","BCW_3310","SAMN03358872","PRJNA203445","GCA_002060535.1","Contig",4.57192,52.2,,"MXTQ01",50,4334,"2017-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/060/535/GCA_002060535.1_ASM206053v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/060/535/GCF_002060535.1_ASM206053v1"
"Salmonella enterica subsp. enterica serovar Bovismorbificans","Bacteria;Proteobacteria;Gammaproteobacteria","BCW_3304","SAMN02368347","PRJNA203445","GCA_002060575.1","Contig",4.62953,52.1,,"MXTV01",56,4396,"2017-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/060/575/GCA_002060575.1_ASM206057v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/060/575/GCF_002060575.1_ASM206057v1"
"Salmonella enterica subsp. enterica serovar Bovismorbificans","Bacteria;Proteobacteria;Gammaproteobacteria","BCW_3295","SAMN02368343","PRJNA203445","GCA_002060595.1","Contig",4.83819,52.1,,"MXUA01",38,4714,"2017-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/060/595/GCA_002060595.1_ASM206059v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/060/595/GCF_002060595.1_ASM206059v1"
"Salmonella enterica subsp. enterica serovar Bovismorbificans","Bacteria;Proteobacteria;Gammaproteobacteria","BCW_3292","SAMN02368341","PRJNA203445","GCA_002060605.1","Contig",4.8406,52.2,,"MXUD01",29,4716,"2017-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/060/605/GCA_002060605.1_ASM206060v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/060/605/GCF_002060605.1_ASM206060v1"
"Salmonella enterica subsp. enterica serovar Bovismorbificans","Bacteria;Proteobacteria;Gammaproteobacteria","BCW_3294","SAMN02368342","PRJNA203445","GCA_002060635.1","Contig",4.83885,52.1,,"MXUB01",27,4714,"2017-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/060/635/GCA_002060635.1_ASM206063v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/060/635/GCF_002060635.1_ASM206063v1"
"Salmonella enterica","Bacteria;Proteobacteria;Gammaproteobacteria","BCW_3300","SAMN03358869","PRJNA203445","GCA_002060645.1","Contig",4.83881,52.1,,"MXTW01",203,4717,"2017-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/060/645/GCA_002060645.1_ASM206064v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/060/645/GCF_002060645.1_ASM206064v1"
"Salmonella enterica","Bacteria;Proteobacteria;Gammaproteobacteria","BCW_3073","SAMN03358791","PRJNA203445","GCA_002060675.1","Contig",4.58541,52.2,,"MXUG01",33,4407,"2017-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/060/675/GCA_002060675.1_ASM206067v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/060/675/GCF_002060675.1_ASM206067v1"
"Salmonella enterica","Bacteria;Proteobacteria;Gammaproteobacteria","BCW_3070","SAMN03358788","PRJNA203445","GCA_002060695.1","Contig",4.69337,52.1,,"MXUJ01",24,4550,"2017-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/060/695/GCA_002060695.1_ASM206069v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/060/695/GCF_002060695.1_ASM206069v1"
"Salmonella enterica","Bacteria;Proteobacteria;Gammaproteobacteria","BCW_3069","SAMN03358787","PRJNA203445","GCA_002060705.1","Contig",4.68794,52.1,,"MXUK01",38,4516,"2017-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/060/705/GCA_002060705.1_ASM206070v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/060/705/GCF_002060705.1_ASM206070v1"
"Salmonella enterica","Bacteria;Proteobacteria;Gammaproteobacteria","BCW_3074","SAMN03358792","PRJNA203445","GCA_002060735.1","Contig",4.8111,52.2,,"MXUF01",45,4638,"2017-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/060/735/GCA_002060735.1_ASM206073v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/060/735/GCF_002060735.1_ASM206073v1"
"Salmonella enterica","Bacteria;Proteobacteria;Gammaproteobacteria","BCW_3071","SAMN03358789","PRJNA203445","GCA_002060755.1","Contig",4.54603,52.2,,"MXUI01",36,4353,"2017-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/060/755/GCA_002060755.1_ASM206075v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/060/755/GCF_002060755.1_ASM206075v1"
"Salmonella enterica","Bacteria;Proteobacteria;Gammaproteobacteria","BCW_3067","SAMN03358785","PRJNA203445","GCA_002060775.1","Contig",4.66592,52.2,,"MXUM01",51,4500,"2017-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/060/775/GCA_002060775.1_ASM206077v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/060/775/GCF_002060775.1_ASM206077v1"
"Salmonella enterica","Bacteria;Proteobacteria;Gammaproteobacteria","BCW_3068","SAMN03358786","PRJNA203445","GCA_002060785.1","Contig",4.55168,52.2,,"MXUL01",48,4384,"2017-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/060/785/GCA_002060785.1_ASM206078v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/060/785/GCF_002060785.1_ASM206078v1"
"Salmonella enterica","Bacteria;Proteobacteria;Gammaproteobacteria","BCW_3066","SAMN03358784","PRJNA203445","GCA_002060795.1","Contig",4.81776,52,,"MXUN01",340,4583,"2017-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/060/795/GCA_002060795.1_ASM206079v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/060/795/GCF_002060795.1_ASM206079v1"
"Salmonella enterica","Bacteria;Proteobacteria;Gammaproteobacteria","BCW_3065","SAMN03358783","PRJNA203445","GCA_002060805.1","Contig",4.73871,52.1,,"MXUO01",73,4513,"2017-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/060/805/GCA_002060805.1_ASM206080v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/060/805/GCF_002060805.1_ASM206080v1"
"Salmonella enterica","Bacteria;Proteobacteria;Gammaproteobacteria","BCW_3064","SAMN03358782","PRJNA203445","GCA_002060855.1","Contig",4.77231,52.2,,"MXUP01",90,4652,"2017-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/060/855/GCA_002060855.1_ASM206085v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/060/855/GCF_002060855.1_ASM206085v1"
"Salmonella enterica","Bacteria;Proteobacteria;Gammaproteobacteria","BCW_3057","SAMN03358775","PRJNA203445","GCA_002060865.1","Contig",4.74711,52.1,,"MXUV01",62,4593,"2017-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/060/865/GCA_002060865.1_ASM206086v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/060/865/GCF_002060865.1_ASM206086v1"
"Salmonella enterica","Bacteria;Proteobacteria;Gammaproteobacteria","BCW_3055","SAMN03358773","PRJNA203445","GCA_002060875.1","Contig",5.35558,51.3,,"MXUX01",156,4967,"2017-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/060/875/GCA_002060875.1_ASM206087v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/060/875/GCF_002060875.1_ASM206087v1"
"Salmonella enterica","Bacteria;Proteobacteria;Gammaproteobacteria","BCW_3062","SAMN03358780","PRJNA203445","GCA_002060885.1","Contig",4.89753,52.2,,"MXUR01",83,4785,"2017-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/060/885/GCA_002060885.1_ASM206088v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/060/885/GCF_002060885.1_ASM206088v1"
"Salmonella enterica","Bacteria;Proteobacteria;Gammaproteobacteria","BCW_3054","SAMN03358772","PRJNA203445","GCA_002060935.1","Contig",4.58319,52.3,,"MXUY01",61,4422,"2017-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/060/935/GCA_002060935.1_ASM206093v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/060/935/GCF_002060935.1_ASM206093v1"
"Salmonella enterica","Bacteria;Proteobacteria;Gammaproteobacteria","BCW_3051","SAMN03358769","PRJNA203445","GCA_002060945.1","Contig",4.60031,52.1,,"MXVB01",66,4332,"2017-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/060/945/GCA_002060945.1_ASM206094v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/060/945/GCF_002060945.1_ASM206094v1"
"Salmonella enterica","Bacteria;Proteobacteria;Gammaproteobacteria","BCW_2909","SAMN03358715","PRJNA203445","GCA_002060975.1","Contig",4.68815,52.2,,"MXVI01",57,4534,"2017-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/060/975/GCA_002060975.1_ASM206097v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/060/975/GCF_002060975.1_ASM206097v1"
"Salmonella enterica","Bacteria;Proteobacteria;Gammaproteobacteria","BCW_2910","SAMN03358716","PRJNA203445","GCA_002060995.1","Contig",4.82114,52.1,,"MXVH01",84,4667,"2017-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/060/995/GCA_002060995.1_ASM206099v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/060/995/GCF_002060995.1_ASM206099v1"
